ID,StationName,Address,City,State,ZipCode,CountryCode,Latitude,Longitude,NumberOfPoints,IsOperational,ConnectionType,Level,Amps,Voltage,PowerKW,CurrentType
124228,Caltrans - District 4,3401 Regatta Blvd,Richmond,CA,94804,US,37.918214,-122.336768,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
106512,Graduate Berkeley,2600 Durant Ave,Berkeley,California,94704,US,37.867942,-122.256305,2.0,True,Tesla (Model S/X),Level 2 : Medium (Over 2kW),0.0,0.0,10.0,AC (Single-Phase)
223139,FAA - National Airspace Facility (SFO ATCT),Terminal 2,San Francisco,CA,94128,US,37.621313,-122.378955,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
29735,701 shelter Creek Ln,701 shelter Creek Ln,San Bruno,California,94066,US,37.618927,-122.426384,,,Type 1 (J1772),Level 2 : Medium (Over 2kW),0.0,0.0,0.0,Unknown
223138,Lunardi's Markets - Tesla Supercharger,2801 San Bruno Avenue,San Bruno,CA,94066,US,37.618958,-122.440661,12.0,True,NACS / Tesla Supercharger,Level 3:  High (Over 40kW),0.0,0.0,250.0,DC
223390,Richmond Bayview Library,5100 Hartnett Ave,Richmond,CA,94804,US,37.915277,-122.3233809,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
124175,CITY OF OAKLAND,3408 Dimond Ave,Oakland,CA,94602,US,37.799695,-122.217392,,,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.0,AC (Single-Phase)
269318,3333 Fruitvale Ave,3333 Fruitvale Ave,Oakland,CA,94602,US,37.799268,-122.216992,,True,CCS (Type 1),Level 3:  High (Over 40kW),0.0,0.0,350.0,DC
269318,3333 Fruitvale Ave,3333 Fruitvale Ave,Oakland,CA,94602,US,37.799268,-122.216992,,True,CCS (Type 1),Level 3:  High (Over 40kW),0.0,0.0,100.0,DC
8673,806 Airport South Blvd,806 Airport South Blvd,San Francisco,California,94128,US,37.61731339,-122.3854294,20.0,,Type 1 (J1772),Level 2 : Medium (Over 2kW),0.0,0.0,0.0,Unknown
8673,806 Airport South Blvd,806 Airport South Blvd,San Francisco,California,94128,US,37.61731339,-122.3854294,20.0,,NEMA 5-20R,Level 1 : Low (Under 2kW),0.0,0.0,0.0,Unknown
223137,San Francisco International Airport - G1,1 N McDonnell Rd,San Francisco,CA,94128,US,37.6161599,-122.3968687,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
79351,"Claremont Club & Spa, A Fairmont Hotel",41 Tunnel RD,Berkeley,California,94705,US,37.857507,-122.24184,1.0,True,Tesla (Model S/X),Level 2 : Medium (Over 2kW),0.0,0.0,16.0,AC (Three-Phase)
276236,SFO Business Center,575 N McDonnell Rd,San Francisco,CA,94128,US,37.61589,-122.39549,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
276237,SFO Courtyard G,San Francisco International Airport,San Francisco,CA,94128,US,37.616035,-122.39071,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
13812,Hearst Ave. and La Loma Ave.,Hearst Ave. and La Loma Ave.,Berkeley,CA,94709,US,37.87561,-122.25717,2.0,,Type 1 (J1772),Level 2 : Medium (Over 2kW),0.0,0.0,0.0,Unknown
13812,Hearst Ave. and La Loma Ave.,Hearst Ave. and La Loma Ave.,Berkeley,CA,94709,US,37.87561,-122.25717,2.0,,NEMA 5-20R,Level 1 : Low (Under 2kW),0.0,0.0,0.0,Unknown
244400,CCSF - SFO SFO INT LOT G-3,San Francisco International Airport Internati,San Francisco,CA,94128,US,37.615663,-122.392493,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
223135,CCSF - SFO SFO INT LOT G-5,San Francisco International Airport Internati,San Francisco,CA,94128,US,37.615591,-122.393081,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
244403,CCSF - SFO VALET 4-1,323 Domestic Terminals Arrivals Level Domesti,San Francisco,CA,94128,US,37.616257,-122.384989,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
124206,MAXWELL GARAGE,2175 Gayley Rd,Berkeley,CA,94704,US,37.8718178,-122.2527202,,,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.0,AC (Single-Phase)
223136,CCSF - SFO SFO LOT A-2,San Francisco International Airport Domestic,San Francisco,CA,94128,US,37.615658,-122.386781,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
244401,CCSF - SFO SFO LOT C-5,San Francisco International Airport Domestic,San Francisco,CA,94128,US,37.615704,-122.385044,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
223133,CCSF - SFO SFO LOT B-2,305 Domestic Terminals Arrivals Level Domesti,San Francisco,CA,94128,US,37.615412,-122.385953,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
124208,MAXWELL GARAGE,2175 Gayley Rd,Berkeley,CA,94720,US,37.8728468,-122.2529026,,,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.0,AC (Single-Phase)
276235,SFO Courtyard A,San Francisco International Airport,San Francisco,CA,94128,US,37.614485,-122.390108,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
124025,CCSF - SFO,San Francisco International Airport International Parking Garage A,San Francisco,CA,94128,US,37.6141309,-122.3915951,,,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.0,AC (Single-Phase)
124227,EL CERRITO,10890 San Pablo Ave,El Cerrito,CA,94530,US,37.915673,-122.310959,,,NEMA 5-20R,Level 1 : Low (Under 2kW),16.0,120.0,1.0,AC (Single-Phase)
124227,EL CERRITO,10890 San Pablo Ave,El Cerrito,CA,94530,US,37.915673,-122.310959,,,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.0,AC (Single-Phase)
124232,RICHMOND,551-599 S 45th St,Richmond,CA,94804,US,37.9244245,-122.327548,,,CHAdeMO,Level 3:  High (Over 40kW),100.0,400.0,40.0,DC
124232,RICHMOND,551-599 S 45th St,Richmond,CA,94804,US,37.9244245,-122.327548,,,CCS (Type 1),Level 3:  High (Over 40kW),100.0,400.0,40.0,DC
223373,77-EVC-LVL2-1,1 Cyclotron Rd,Berkeley,CA,94720,US,37.875902,-122.250055,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
276334,Del Norte Plaza,11279 San Pablo Ave,El Cerrito,CA,94530,US,37.920564,-122.31572,,True,CHAdeMO,Level 3:  High (Over 40kW),0.0,0.0,100.0,DC
276334,Del Norte Plaza,11279 San Pablo Ave,El Cerrito,CA,94530,US,37.920564,-122.31572,,True,CCS (Type 1),Level 3:  High (Over 40kW),0.0,0.0,350.0,DC
276334,Del Norte Plaza,11279 San Pablo Ave,El Cerrito,CA,94530,US,37.920564,-122.31572,,True,CCS (Type 1),Level 3:  High (Over 40kW),0.0,0.0,100.0,DC
103539,Millwood Inn and Suites,1375 el Camino Real,Millbrae,California,94030,US,37.609602,-122.401414,2.0,True,Tesla (Model S/X),Level 2 : Medium (Over 2kW),0.0,0.0,10.0,AC (Single-Phase)
124126,Signature Flight Support OAK - Oakland Int'l Airport - Tesla Destination,8433 Earhart Rd,Oakland,CA,94621,US,37.730079,-122.213042,,True,Tesla (Model S/X),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
109304,Signature Flight Support Oak - Oakland Int'l Airport,8433 Earhart RD,Oakland,California,94621,US,37.730079,-122.213042,2.0,True,Tesla (Model S/X),Level 2 : Medium (Over 2kW),0.0,0.0,10.0,AC (Single-Phase)
244607,4052 Lincoln,4052 Lincoln Avenue,Oakland,CA,94602,US,37.8055371,-122.2079264,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
124239,Kaiser Richmond,901 Nevin Avenue,Richmond,CA,94801,US,37.935986190165735,-122.36109245316639,,,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.0,AC (Single-Phase)
140910,ACTRANSIT,1100 Seminary Ave,Oakland,CA,94621,US,37.7610941,-122.2045383,,True,CHAdeMO,Level 3:  High (Over 40kW),100.0,400.0,40.0,DC
140910,ACTRANSIT,1100 Seminary Ave,Oakland,CA,94621,US,37.7610941,-122.2045383,,True,CCS (Type 1),Level 3:  High (Over 40kW),100.0,400.0,40.0,DC
223402,City of Richmond Downtown,1401 Macdonald Ave,Richmond,CA,94801,US,37.935777,-122.3552335,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
124209,Lawrence Berkeley National Laboratory,1 Cyclotron Rd,Berkeley,CA,94720,US,37.876706,-122.246067,,,NEMA 5-20R,Level 1 : Low (Under 2kW),16.0,120.0,1.9,AC (Single-Phase)
124209,Lawrence Berkeley National Laboratory,1 Cyclotron Rd,Berkeley,CA,94720,US,37.876706,-122.246067,,,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
80221,Kaiser Richmond,901 Nevin Avenue,Richmond,CA,94801,US,37.93712,-122.3605023,,,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.0,AC (Single-Phase)
262676,AMYS DRIVE THRU PARADISE DRIVE,5839 Paradise Dr,Corte Madera,CA,94925,US,37.924384,-122.513035,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
8769,1221 Nevin Ave,1221 Nevin Ave,Richmond,California,94801,US,37.93742371,-122.3579636,,,Type 1 (J1772),Level 2 : Medium (Over 2kW),0.0,0.0,0.0,Unknown
8769,1221 Nevin Ave,1221 Nevin Ave,Richmond,California,94801,US,37.93742371,-122.3579636,,,NEMA 5-20R,Unknown,0.0,0.0,0.0,Unknown
124236,RICHMOND,256 24th St,Richmond,CA,94804,US,37.934811,-122.3460791,,,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.0,AC (Single-Phase)
159218,Oakland Arena & RingCentral Coliseum,7000 Coliseum Way,Oakland,CA,94621,US,37.752065,-122.203197,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
140892,Oakland International Airport - Economy Lot,1 Airport Dr,Oakland,CA,94621,US,37.7153,-122.2145,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
18699,Muir Woods Rd,Muir Woods Rd,Mill Valley,CA,,US,37.89201,-122.57053,2.0,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),0.0,0.0,0.0,Unknown
140891,OAK INT AIRPORT,Alan Shepard Way,Oakland,CA,94621,US,37.7149299,-122.2135514,,True,NEMA 5-20R,Level 1 : Low (Under 2kW),16.0,120.0,1.0,AC (Single-Phase)
140891,OAK INT AIRPORT,Alan Shepard Way,Oakland,CA,94621,US,37.7149299,-122.2135514,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.0,AC (Single-Phase)
291133,Civic Center,325 Civic Center Plaza,Richmond,CA,94804,US,37.93583798224793,-122.34343782076462,1.0,True,CHAdeMO,Level 3:  High (Over 40kW),0.0,0.0,50.0,DC
291133,Civic Center,325 Civic Center Plaza,Richmond,CA,94804,US,37.93583798224793,-122.34343782076462,1.0,True,CCS (Type 1),Level 3:  High (Over 40kW),0.0,0.0,50.0,DC
